Report,Label,Feature,Sentence
report07.pdf.txt_sent.csv,Event,Shares traded by suspect before closing and during pre-close vs full day volume,"At 17:04:28 hrs (thirty two seconds before market closed), Lee entered a buy order for 44 lots of Keda shares at $0.075."
report07.pdf.txt_sent.csv,Event,Shares traded by suspect before closing and during pre-close vs full day volume,Their orders were matched at 17:05:00 hrs during the pre?close routine.
report07.pdf.txt_sent.csv,Event,Shares traded by suspect before closing and during pre-close vs full day volume,The sequence and proximity of John?s and Lee?s orders and the timing of the trade being so close to the end of the trading day gave rise to questions as to whether the orders were pre?arranged and carried out deliberately to raise the closing price of Keda shares.
report07.pdf.txt_sent.csv,Event,,"This trade between John and Lee raised the last done price by $0.005 or 1 ""bid"" from $0.070."
report07.pdf.txt_sent.csv,Event,Number of trades that caused the closing price to move up,"It was the last trade of the day and set the closing price of Keda shares at $0.075, an increase of $0.005 or 7.1% over the last done price."
report07.pdf.txt_sent.csv,Event,Amount of shares cross traded between suspects,"? If not for the ""One?Way Cross Trade"", there would have been no trades done on this day."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,There was only one trade done on this day.
report07.pdf.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"This was the ""washed"" trade done by John less than a minute before 5.00pm."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"At 16:59:39 hrs, John used his securities account 13252) with Phillip Securities to enter a sell order for 170 lots of Keda shares at $0.070."
report07.pdf.txt_sent.csv,Event,,"This sell order was at the front of the sell queue as it was priced at 1 ""bid"" below the prevailing best ""ask"" of $0.075."
report07.pdf.txt_sent.csv,Event,Number of trades that caused price to move up,"This selling price was also $0.0 10 or 2 ""bids"" above the prevailing best ""bid""."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"Just one second later, at 16:59:40 hrs, John used his securities account (12?0111228) with Lim & Tan Securities to enter a buy order for 170 lots of Keda shares at $0.070."
report07.pdf.txt_sent.csv,Event,,This was matched exactly with his earlier sell order of the same volume and price.
report07.pdf.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"Since there was no change in the beneficial ownership in these 170 lots of Keda shares, John had carried out what is known as a ""washed"" trade."
report07.pdf.txt_sent.csv,Event,Number of trades that caused the closing price to move up,"This ""washed"" trade was the last trade of the day, resulting in the closing price being set at $0.070, which was $0.005 or 1 ""bid"" higher than the last done price of $0.065, an increase of $0.005 or 7.7%."
report07.pdf.txt_sent.csv,Event,,Questions arose as to why John had traded in this manner.
report07.pdf.txt_sent.csv,Event,,He knew his sell order was first on the sell queue at $0.070
report07.pdf.txt_sent.csv,Event,,"and so his purchase of his own Keda shares seemed to suggest that the trade was deliberate, casting doubt on its genuineness."
report07.pdf.txt_sent.csv,Event,Shares traded by suspect before closing and during pre-close vs full day volume,"The sequence and close proximity of the sell and buy orders and the fact that the trade was done so near the end of trading, aroused suspicions as to whether the 8 124.5 25. 25.1 25.2"
report07.pdf.txt_sent.csv,Event,Number of trades that caused the closing price to move up,25.4 94 trade was pre?arranged and deliberately carried out to raise the closing price of Keda shares.
report07.pdf.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"If not for the ""washed"" trade, there would have no trades done on this day."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,11 November 2008 There were only two trades done on this day.
report07.pdf.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"One trade was done by John with a third party while the other was another of the ""washed"" trades."
report07.pdf.txt_sent.csv,Event,Profit of the suspects,"On the night of 10 November 2008, Keda issued a profit warning that the Directors of the company expected to report a loss for the six? month period ended 30 September 2008."
report07.pdf.txt_sent.csv,Event,Amount of price drop in next day after suspect marked the close,It cited a drop in sales revenue and an increase in R&D expenses as reasons for the poor financial performance.
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"At 08:42:36 hrs on 11 November 2008, John entered a buy order for 71 lots of Keda shares at $0.045 using his securities account (20? 0313252) with Phillip Securities."
report07.pdf.txt_sent.csv,Event,,"At 10:24:16 hrs, a third party sold 69 lots to John at $0.045."
report07.pdf.txt_sent.csv,Event,,"This was $0.020 or 4 ""bids"" lower than the last done price of $0.065."
report07.pdf.txt_sent.csv,Event,Profit of the suspects,The selling at this low price could be due to the profit warning issued the night before.
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"At the lunch break, at 13:49:45 hrs, John entered a sell order for 69 lots at $0.065 using the same securities account with Phillip Securities."
report07.pdf.txt_sent.csv,Event,,"This sell order was at the front of the sell queue as the 8225.5 25.6 25.7 95 price of $0.065 was 1 ""bid"" below the prevailing best ""ask"" of $0.070."
report07.pdf.txt_sent.csv,Event,Number of trades that caused price to move up,"This selling price was also $0.020 or 4 ""bids"" above the prevailing best ""bid""."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"At 13:58:52 hrs, John used this same securities account with Lim & Tan Securities to enter a buy order for 69 lots of Keda shares at $0.065."
report07.pdf.txt_sent.csv,Event,,"Eight seconds later, at 13:59:00 hrs, John?s two orders (one a buy and the other a sell) at the price of $0.065 were matched with one another."
report07.pdf.txt_sent.csv,Event,,The volume done at this price was 69 lots.
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs shares traded by the rest of the market during normal market hour,"When John first bought 69 lots of Keda shares at $0.045 and put them up for sale at $0.065, everything appeared normal."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"What was strange was that he subsequently decided to buy these 69 lots at $0.065 from himself, albeit using a different securities account with another securities house (Lim & Tan Securities)."
report07.pdf.txt_sent.csv,Event,Number of trades that caused the closing price to move up,"This second trade with himself involved no change in beneficial ownership and served no real purpose, other than causing the closing price of Keda shares (being the last trade for the day) to be set at $0.065, which was $0.020 or 4 ""bids"" higher than the last done price, an increase of $0.020 or 44.4%."
report07.pdf.txt_sent.csv,Event,Shares traded by suspect before closing and during pre-close vs full day volume,"The sequence of the sell and buy orders, the close proximity of the two orders and the timing of the trade being so close to the pre?upen routine (at end of lunch break) raised questions as to whether John had pre?arranged the ""washed"" trades and deliberately carried them out to raise the closing price of Keda shares."
report07.pdf.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"If not for the ""washed"" trade, there would have been only one trade done on this day and the volume traded would have been 69 lots 8326."
report07.pdf.txt_sent.csv,Event,Number of trades that caused the closing price to move up,Also the closing price of Keda shares would have been $0.045 instead of $0.065.
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,16 March 2009 There were only three trades done on this day.
report07.pdf.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"One trade was between third parties while the other two were ""washed"" trades done between John and himself, using his securities account with two different securities houses."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"At 08:42:46 hrs, John used his securities account (20?0313252) with Phillip Securities to enter a sell order for 2 lots of Keda shares at $0.060."
report07.pdf.txt_sent.csv,Event,,"This order was first on the sell queue as it was priced at 1 ""bid"" below the prevailing best ""ask"" of $0.065 at that time."
report07.pdf.txt_sent.csv,Event,Number of trades that caused price to move up,"This selling price was also $0.020 or 4 ""bids"" above the prevailing best ""bid"" of $0.040."
report07.pdf.txt_sent.csv,Event,,"At 12:18:24 hrs, a trade was done between third parties for 29 lots at the price of $0.040."
report07.pdf.txt_sent.csv,Event,Amount of price drop in next day after suspect marked the close,"This brought the last done price from $0.055 down to $0.040, a drop of $0.015 or 3 ""bids""."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"At 16:38:56 hrs, John used his other securities account (12?0111228) with Lim & Tan Securities to enter a buy order for 1 lot of Keda shares at $0.060 which was matched with John?s own sell order entered earlier (leaving a balance of 1 lot unfilled)."
report07.pdf.txt_sent.csv,Event,,"This raised the price of Keda shares from $0.040 to $0.060, an increase of $0.020 or 50%."
report07.pdf.txt_sent.csv,Event,,This trade of just 1 lot of a share priced at only $0.060 by John was unusual and did not make commercial sense.
report07.pdf.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"97 earlier sell order was at the front of the sell queue and that this purchase would give rise to a ""washed"" trade."
report07.pdf.txt_sent.csv,Event,,This trade aroused suspicion as to its genuineness and whether it was pre?arranged.
report07.pdf.txt_sent.csv,Event,Shares traded by suspect before closing and during pre-close vs full day volume,"At 17:04:53 hrs (just seven seconds before market closed), John used the same securities account (12?01 11228) with Lim & Tan Securities to enter another buy order for 1 lot of Keda shares at $0.060."
report07.pdf.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"This was matched with John?s partially?filled sell order at 17:05:00 hrs. John?s earlier ""washed"" trades raised the last done price of Keda shares from $0.040 to $0.060, an increase of $0.020 or 4 ""bids""."
report07.pdf.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"His subsequent ""washed"" trade maintained the price of Keda shares at $0.060."
report07.pdf.txt_sent.csv,Event,Number of trades that caused the closing price to move up,"The sequence of the sell and buy orders and the fact that the ""washed"" trades were carried out so late in the trading day gave rise to suspicions as to whether they were pre?arranged and done deliberately to raise closing price of Keda shares."
report07.pdf.txt_sent.csv,Event,Number of trades that caused the closing price to move up,"The ""washed"" trade at 17:05:00 hrs was the last for the day and set the closing price at $0.060, an increase of $0.020 or 50% over the last done price (before the ""washed"" trades)."
report07.pdf.txt_sent.csv,Reason,,"If not for the ""washed"" trades, there would have been only one trade done on this day instead of three although the volume traded would not have changed much as the ""washed"" trades totaled only 2 lots."
report07.pdf.txt_sent.csv,,,Attachment 2 Modus Operandi ? John?s and Lee?s Trades that Created a False or Misleading Appearance with Respect to the Market for and Price of Keda Shares 1
report07.pdf.txt_sent.csv,Event,Number of trades that caused the closing price to move up,"The earlier Attachment 1 described, in detail, how John and Lee used 40 trades (out of the total 58 ""Suspicious Trades"") to artificially raise the closing price of Keda shares on 26 days during the Relevant Period."
report07.pdf.txt_sent.csv,Event,Number of trades that caused the closing price to move up,"In addition to these 40 trades which artificially raised the closing price of Keda shares on 26 days, there were 18 more ""Suspicious Trades"" that were carried out in a same manner by John and Lee which aroused suspicions as to their genuineness."
report07.pdf.txt_sent.csv,Event,,These are described in detail in this Attachment 2.
report07.pdf.txt_sent.csv,,,"These 18 ""Suspicious Trades"" comprised: a"
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,There were a total of eight trades done on this day.
report07.pdf.txt_sent.csv,Event,Amount of shares cross traded between suspects,"Six of the eight trades were between third parties and the remaining two were the pair of ""Round?Trip Cross Trades"" done between John and Lee as counter?parties to each other."
report07.pdf.txt_sent.csv,Event,,"At 14:14:52 hrs, a trade by third parties was done at $0.100 for 59 lots."
report07.pdf.txt_sent.csv,Event,,"At 14:20:04 hrs, another trade by third parties was done at $0.130 for 90 lots."
report07.pdf.txt_sent.csv,Event,,"Soon after, at 14:20:49 hrs, a third trade was done by third parties at a lower price of $0.110 for 10 lots."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"At 14:21:06 hrs, John entered a sell order for 50 lots of Keda shares at $0.140 using his securities account (20?0210331) at Phillip Securities."
report07.pdf.txt_sent.csv,Event,,"As the prevailing best ""ask"" then was $0.150, John?s sell order was first on the sell queue."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"Fifty nine seconds later, at 14:22:05 hrs, Lee also entered a similar sell order at the same price of $0.140 and for the same volume of 50 lots, using his securities account (20?0470723) with Phillip Securities."
report07.pdf.txt_sent.csv,Event,,"Lee?s sell order was next in line on the sell queue, immediately after John?s."
report07.pdf.txt_sent.csv,Event,,There were now two identical sell orders in the sell queue.
report07.pdf.txt_sent.csv,Event,,"Forty four seconds later, at 14:22:49 hrs, Lee entered a buy order for 50 lots of Keda shares at $0.140 which was matched exactly with the sell order of John?s (the first leg of the round?tripping trades)."
report07.pdf.txt_sent.csv,Event,,"Lee did not withdraw his sell order before making his purchase, neither did he do so immediately afterwards."
report07.pdf.txt_sent.csv,Reason,,"This was unusual because Lee?s unfilled sell order was next in the queue and could be ""hit"" by any potential buyer at that price."
report07.pdf.txt_sent.csv,Reason,,This would negate the purpose of his original purchase.
report07.pdf.txt_sent.csv,Event,,"Nineteen seconds later, at 14:23:08 hrs, John entered a buy order for 50 lots of Keda shares at $0.140 which was matched exactly with Lee?s sell order (the second leg of the round?tripping trades)."
report07.pdf.txt_sent.csv,Event,Number of trades that caused price to move up,"This did not make commercial sense as John had just sold Keda shares at a reasonably good price of $0.140 (being $0.030 or 6 ""bids"" above the last done price of $0.110)."
report07.pdf.txt_sent.csv,Event,,"John?s rush to ""square off"" his position gave rise to questions about his action and doubts as to the genuineness of the trades."
report07.pdf.txt_sent.csv,Event,Shares traded by suspect before closing and during pre-close vs full day volume,This was the last trade of the day and Keda shares closed at $0.110.
report07.pdf.txt_sent.csv,Event,,This was the first of a series of round?tripping trades carried out by John and Lee.
report07.pdf.txt_sent.csv,Event,,The sequence of John?s and Lee?s orders and the timing of their trades were suspicious.
report07.pdf.txt_sent.csv,Event,,By buying and then immediately allowing the same block of shares to be sold back to the same counter?party showed that John and Lee had no intention to acquire or dispose of any Keda shares in the first place.
report07.pdf.txt_sent.csv,Event,,"John and Lee had, in effect, created a block of ""phantom"" Keda shares and passed it to and fro between themselves, with neither having to actually deliver or take delivery of the shares."
report07.pdf.txt_sent.csv,Event,,"The two trades did not arise out of the forces of genuine demand and supply of Keda shares and, therefore, were not genuine trades."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"3.8 ? If not for the round?tripping trades, there would have been only six trades done on this day instead of eight and the volume traded would have been lower by 100 lots at 159 lots instead of 259 lots."
report07.pdf.txt_sent.csv,Event,,Also the highest price done for the day would have been $0.013 instead of $0.014.
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"The orders, 88101 trades, volumes and prices done on this day would not have been what they were if not for the round?tripping trades between John and Lee. 4 4August 2008 4.1 _"
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,There were only four trades done on this day.
report07.pdf.txt_sent.csv,Event,Amount of shares cross traded between suspects,"Two were between third parties and the remaining two were trades done between John and Lee that formed the pair of ""Round?Trip Cross Trades""."
report07.pdf.txt_sent.csv,Event,,"By now, John and Lee had already carried out 10 (or 5 pairs) round?tripping trades."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"At 09:14:49 hrs, John used his securities account (20?0313252) with Phillip Securities to enter a sell order of 40 lots of Keda shares at $0.105."
report07.pdf.txt_sent.csv,Event,,"As the best ""ask"" then was $0.110, John?s sell order was at the front of the sell queue."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"Eight seconds later, at 09:14:57 hrs, Lee used his securities account (20?0470723) with Phillip Securities to enter a similar sell order also for 40 lots of Keda shares at the same price of $0.105."
report07.pdf.txt_sent.csv,Event,,"There were now two identical sell orders at the front of the sell queue, with John?s just ahead of Lee?s."
report07.pdf.txt_sent.csv,Event,,"At 09:15:24 hrs, a third party entered a sell order for 32 lots also at $0.105 which was queued after John and Lee."
report07.pdf.txt_sent.csv,Event,,"Fifty five seconds after Lee entered his sell order, Lee entered a buy order, at 09:15:52 hrs, for 40 lots of Keda shares at $0.105, instead."
report07.pdf.txt_sent.csv,Event,,This was matched exactly with John?s sell order (the first leg of the round?tripping).
report07.pdf.txt_sent.csv,Event,,Lee did not withdraw his sell order first before making his purchase neither did he do so immediately afterwards.
report07.pdf.txt_sent.csv,Event,,"At 09:15:58 hrs (six seconds later), John entered a buy order for 40 lots of Keda shares at $0.105 which was matched exactly with the sell order of 89102 Lee?s (the second leg of the round?tripping trades)."
report07.pdf.txt_sent.csv,Event,,"John had earlier sold 40 lots at $0.105 which was $0.010 or 2 ""bids"" higher than the last done price of $0.095."
report07.pdf.txt_sent.csv,Event,Profit of the suspects,"John?s rush to ""square off"" his position and not attempt to buy at a lower price first to ensure a profit gave rise to suspicion about his intentions and doubts about the genuineness of the trades."
report07.pdf.txt_sent.csv,Event,,"At 11:09:27 hrs, a trade between third parties was done at $0.100 for 85 lots."
report07.pdf.txt_sent.csv,Event,,The price was lower than the last done price of $0.105.
report07.pdf.txt_sent.csv,Event,Shares traded by suspect before closing and during pre-close vs full day volume,This was also the last trade of the day and Keda shares closed at $0.100.
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"If not for the round?tripping trades, there would have been only two trades done on this day instead of four and the volume traded would have been 85 lots instead of 165 lots."
report07.pdf.txt_sent.csv,Event,,Also the highest price done on this day would have been $0.100 instead of $0.105.
report07.pdf.txt_sent.csv,Event,,"The orders, trades, volumes and prices done would not have been what they were if not for the round trades of John and Lee. 5 11 September 2009 5.1 ?"
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,There were a total of five trades done on this day.
report07.pdf.txt_sent.csv,Event,Amount of shares cross traded between suspects,"Two trades were done between John and Lee that made up the pair of ""Round?Trip Cross Trades"" while the remaining three were done between John and a third party."
report07.pdf.txt_sent.csv,Event,,"By now, John and Lee had already carried out 13 pairs of round?tripping trades."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"At 08:43:37 hrs, John used his securities account (20?0210331) with Phillip Securities to enter a sell order for 50 lots of Keda shares at $0.075."
report07.pdf.txt_sent.csv,Event,,"This sell order was first on the sell queue as the best ""ask"" then was $0.080."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"At 08:50:07 hrs, John used his other securities account (20?0313252) with Phillip Securities to enter another sell order for the same volume and at the same price."
report07.pdf.txt_sent.csv,Event,,This sell order was queued just behind his earlier sell order.
report07.pdf.txt_sent.csv,Event,,"Fifty one seconds later, at 08:50:58 hrs, John withdrew his first sell order, leaving his second sell order intact, which now moved to the front of the sell queue."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"5.3 At 08:52:14 hrs, Lee used his securities account (20?0470723) with Phillip Securities to enter a sell order for 50 lots of Keda shares at the same price of $0.075."
report07.pdf.txt_sent.csv,Event,,This order was next in line after John?s in the sell queue.
report07.pdf.txt_sent.csv,Event,,"Fifty four seconds later after entering his sell order, at 09:00:08 hrs, Lee entered a buy order for 50 lots of Keda shares at $0.075 which was matched exactly with John?s sell order (the first leg of the round?tripping trades)."
report07.pdf.txt_sent.csv,Event,,Lee did not withdraw his sell order first before his purchase; neither did he do so immediately after.
report07.pdf.txt_sent.csv,Event,,"Fourteen seconds later, at 09:00:22 hrs, John entered a buy order for 50 lots of Keda shares at $0.075 which was matched exactly with Lee?s sell order (the second leg of the round?tripping trades)."
report07.pdf.txt_sent.csv,Event,Profit of the suspects,"John?s haste to ""square off"" his position and not attempt first to buy at a lower price to ensure a profit gave rise to questions about his intentions and raised doubts as to the genuineness of these trades."
report07.pdf.txt_sent.csv,Event,,"At 16:56:44 hrs, John sold 30 lots of Keda shares to a third party at $0.070, which was $0.005 below the last done price of $0.075."
report07.pdf.txt_sent.csv,Event,Shares traded by suspect before closing and during pre-close vs full day volume,This was the last trade of the day and Keda shares closed at $0.070.
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"5.7 ? If not for the round?tripping trades, there would have been only three trades done on this day instead of five and the volume traded would have been only 30 lots instead of 130 lots."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,The highest price traded for the day would have been $0.070 instead of $0.075.
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"The orders, trades, volumes and prices done on this day would not have been what they were if not for the round? tripping trades between John and Lee. B"
report07.pdf.txt_sent.csv,Event,Amount of shares cross traded between suspects,"There was only one trade done on this day and that was the ""One?Way Cross Trade"" between John and Lee as counter?parties to each other."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"6.2 At 16:08:57 hrs, John used his securities account (20?0313252) with Phillip Securities to enter a sell order for 165 lots at $0.075."
report07.pdf.txt_sent.csv,Event,Number of trades that caused the closing price to move up,"This was $0.005 or 1 ""bid"" above the last done of $0.070 (which was the closing price of Keda shares on 29 August 2008)."
report07.pdf.txt_sent.csv,Event,,"John?s sell order was first on the sell queue as the best ""ask"" was at $0.080."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"Five seconds later, at 16:09:02 hrs, Lee used his securities account (20? 0470723) with Phillip Securities to enter a buy order for 165 lots of Keda shares at $0.075 which was matched with Lee?s sell order of the same volume and price."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"As there were no other trades done after this, John?s and Lee?s trade was the last trade for the day, resulting in Keda shares closing at $0.075, which was $0.005 or 1 ""bid"" higher than the last done (and previous day?s closing) price of $0.070."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,The trade between John and Lee of 165 lots made up 100% of the day?s trading volume.
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"If not for this trade, there would have been no trades done at all on this day."
report07.pdf.txt_sent.csv,Event,Number of trades that caused the closing price to move up,"The last done price would have been that of the previous day?s closing price of $0.070, instead of $0.075. 7 2 September 2008"
report07.pdf.txt_sent.csv,Event,Amount of shares cross traded between suspects,"Again, there was only one trade done on this day and it was the ""one? Way Cross Trade"" done between John and Lee as counter?"
report07.pdf.txt_sent.csv,Event,,"At 12:07:58 hrs, the market for Keda shares was at $0.070/$0.080, with 69 lots buying at the best ""bid"" of $0.060 and 20 lots selling at the best ""ask"" of $0.080."
report07.pdf.txt_sent.csv,Event,,"At 14:46:32 hrs, the third party?s sell order at $0.080 was withdrawn, causing the best ""ask"" to increase to $0.090. 7.3"
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"At 15:47:22 hrs, Lee entered a sell order for 10 lots at $0.085 using his securities account (20?0470723) with Phillip Securities."
report07.pdf.txt_sent.csv,Event,,"This sell order was at the front of the sell queue as it was priced at 1 ""bid"" below the best ""ask""."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"Five seconds later, at 15:47:27 hrs, John entered a buy order using his securities account (20?0313252) with Phillip Securities, also for 10 lots at $0.085."
report07.pdf.txt_sent.csv,Event,,This buy order was matched with Lee?s sell order of the same volume and price.
report07.pdf.txt_sent.csv,Event,Number of trades that caused the closing price to move up,"The trade between Lee and John was, again, the only and last trade of the day and set the closing price of Keda shares at $0.085, an increase of $0.010 or 2 ""bids"" over the last done price of $0.075."
report07.pdf.txt_sent.csv,Event,Amount of shares cross traded between suspects,"This trade appeared to have the same characteristics as the three previous ""One?Way Cross Trades"" (on 26 August 2008, 27 August 2008 and 1 September 2008), in that: ??the trades were all done between John and Lee as counter? parties to each other and for the same volume and price (which, in normal trading, was unlikely to have been repeated so often); ??the sell order was always the one to be entered first, followed soon after by the buy order; ??the trades were all done at a price higher than the last done price and there was no attempt by the one buying to buy at a lower price first; and ??the trades were always the last for the day which set the closing price."
report07.pdf.txt_sent.csv,Event,Amount of shares cross traded between suspects,"Questions arose as to the genuineness of these ""One?Way Cross Trades"" and if they had been pre?arranged. 7.7 ? If not for this trade between John and Lee, there would have been no trades done on this day and the last done price would have been that of the closing price of the previous day at $0.07 5, instead of $0.085."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"There was only one trade on this day and it was the ""One?"
report07.pdf.txt_sent.csv,Event,Amount of shares cross traded between suspects,"Way Cross Trade"" done between John and Lee, as counter"
report07.pdf.txt_sent.csv,Event,Amount of price drop in next day after suspect marked the close,Keda had on 10 November 2008 issued a profit warning that the Directors of the company expected to report a loss for the half?year ended 30 September 2008 due to a drop in sales revenue and an increase in R&D expenses.
report07.pdf.txt_sent.csv,Event,Amount of price drop in next day after suspect marked the close,"On 14 November 2008 (8.40pm, Friday), Keda announced its half? year financial results showing sales revenue had dropped 38.7% and a net loss after tax of RMB 17.9million (compared to a RMB 14.6million profit for the six months the year before)."
report07.pdf.txt_sent.csv,Event,,"On 17 November 2008 (Monday), the trading session opened without any buy or sell orders at all."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,It was only at 10:03:10hr that John entered a sell order for 1 lot of Keda shares at $0.165 using his securities account (20? 0313252) with Phillip Securities.
report07.pdf.txt_sent.csv,Event,Number of trades that caused the closing price to move up,"This selling price was $0.100 or 20 ""bids"" above the last done price of $0.065 (which was also the closing price on 11 November 2008)."
report07.pdf.txt_sent.csv,Event,,There were still no buy orders at this time.
report07.pdf.txt_sent.csv,Event,,"At 10:03:14 hrs (four seconds later), John withdrew this sell order."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"At 10:04:46 hrs (one minute thirty two seconds later), Lee used his securities account (20?0470723) with Phillip Securities to enter a sell order also for 1 lot and selling at the same price of $0.165. 8.5 _"
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"At 10:05:15 hrs (twenty nine seconds later), John entered an order to buy 1 lot of Keda shares at $0.165 which was matched with Lee?s sell order. John?s purchase at this price went against common sense in view of the 95108 negative news that had been released the previous Friday night."
report07.pdf.txt_sent.csv,Event,,"Also buying 1 lot of a share priced at $0.165 did not make commercial sense as the contract value would only be $165 and the transaction costs would be high, percentage?wise."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,The trade between John and Lee of 1 lot at $0.165 was the only trade done on this day.
report07.pdf.txt_sent.csv,Event,,"The price of $0.165 raised the last done price of $0.065 by $0.100 or 20 ""bids""."
report07.pdf.txt_sent.csv,Event,Number of trades that caused the closing price to move up,This trade also set the closing price at $0.165. 8.7
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"? If not for this trade, there would have been no trades done on this day and the price of Keda shares would have remained at the last done of $0.065, instead of $0.165."
report07.pdf.txt_sent.csv,Event,Amount of shares cross traded between suspects,"There were only two trades done on this day, one belonging to third? parties and the other was the ""One?Way Cross Trade"" done between John and Lee as counter?parties to each other."
report07.pdf.txt_sent.csv,Event,,"At 11:09:40 hrs, Lee entered a sell order for 1 lot at $0.090."
report07.pdf.txt_sent.csv,Event,,"At 12:19:57 hrs, a trade was done between third parties for 15 lots at the price of $0.050, which was $0.010 or 2 ""bids"" lower than the last done price of $0.060."
report07.pdf.txt_sent.csv,Event,,"At 12:33:16 hrs, John entered a buy order for 1 lot of Keda shares at $0.040 only to withdraw it eleven seconds later at 12:33:27 hrs."
report07.pdf.txt_sent.csv,Event,,"At 13:58:58 hrs, just two seconds before the pre?open (lunch time break) routine kicked in, John entered a buy order for 1 lot of Keda shares at $0.090 which was matched with Lee?s sell order."
report07.pdf.txt_sent.csv,Event,Shares traded by suspect before closing and during pre-close vs full day volume,"The timing of John?s buy order, being so close to the pre?open (lunch break) matching time of 13:59:00 hrs, gave rise to the suspicions about his intentions."
report07.pdf.txt_sent.csv,Event,,"The ""two seconds"" time window reduced the risk of John?s buy order being ""hit"" by a lower selling price (than Lee?s)."
report07.pdf.txt_sent.csv,Event,,Also the trade of just 1 lot did not make commercial sense.
report07.pdf.txt_sent.csv,Event,,"The trade between John and Lee raised the last done price from $0.050 to $0.090, an increase of $0.040 or 8 ""bids""."
report07.pdf.txt_sent.csv,Event,Number of trades that caused the closing price to move up,It was the last trade for the day and set the closing price of Keda shares at $0.090.
report07.pdf.txt_sent.csv,,,"If not for the trade between John and Lee, there would have been only one trade done on this day."
report07.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,There was only one trade done on this day and it belonged to John and Lee trading as counter
report07.pdf.txt_sent.csv,Event,Amount of shares cross traded between suspects,"This was another ""One?Way Cross Trade""."
